src,dest,status
/home/shoo/personal/dlDev/school/classificationProject/data/nuimages/samples/CAM_FRONT_RIGHT/n013-2018-08-27-15-47-08+0800__CAM_FRONT_RIGHT__1535356690170176.jpg,/home/shoo/personal/dlDev/school/classificationProject/meta/al/exemplar/data/nuimages/samples/CAM_FRONT_RIGHT/n013-2018-08-27-15-47-08+0800__CAM_FRONT_RIGHT__1535356690170176.jpg,COPIED
/home/shoo/personal/dlDev/school/classificationProject/data/nuimages/samples/CAM_FRONT/n015-2018-09-03-11-30-39+0800__CAM_FRONT__1535945687362558.jpg,/home/shoo/personal/dlDev/school/classificationProject/meta/al/exemplar/data/nuimages/samples/CAM_FRONT/n015-2018-09-03-11-30-39+0800__CAM_FRONT__1535945687362558.jpg,COPIED
/home/shoo/personal/dlDev/school/classificationProject/data/nuimages/samples/CAM_FRONT_RIGHT/n013-2018-08-27-14-41-26+0800__CAM_FRONT_RIGHT__1535352676770176.jpg,/home/shoo/personal/dlDev/school/classificationProject/meta/al/exemplar/data/nuimages/samples/CAM_FRONT_RIGHT/n013-2018-08-27-14-41-26+0800__CAM_FRONT_RIGHT__1535352676770176.jpg,COPIED
/home/shoo/personal/dlDev/school/classificationProject/data/nuimages/samples/CAM_FRONT/n008-2018-05-24-12-02-23-0400__CAM_FRONT__1527177944162465.jpg,/home/shoo/personal/dlDev/school/classificationProject/meta/al/exemplar/data/nuimages/samples/CAM_FRONT/n008-2018-05-24-12-02-23-0400__CAM_FRONT__1527177944162465.jpg,COPIED
/home/shoo/personal/dlDev/school/classificationProject/data/nuimages/samples/CAM_BACK_LEFT/n004-2018-07-03-16-14-28+0800__CAM_BACK_LEFT__1530606435047602.jpg,/home/shoo/personal/dlDev/school/classificationProject/meta/al/exemplar/data/nuimages/samples/CAM_BACK_LEFT/n004-2018-07-03-16-14-28+0800__CAM_BACK_LEFT__1530606435047602.jpg,COPIED
/home/shoo/personal/dlDev/school/classificationProject/data/nuimages/samples/CAM_FRONT_LEFT/n003-2018-01-03-12-03-23+0800__CAM_FRONT_LEFT__1514952619577224.jpg,/home/shoo/personal/dlDev/school/classificationProject/meta/al/exemplar/data/nuimages/samples/CAM_FRONT_LEFT/n003-2018-01-03-12-03-23+0800__CAM_FRONT_LEFT__1514952619577224.jpg,COPIED
/home/shoo/personal/dlDev/school/classificationProject/data/nuimages/samples/CAM_FRONT_LEFT/n013-2018-08-15-10-43-15+0800__CAM_FRONT_LEFT__1534301253754825.jpg,/home/shoo/personal/dlDev/school/classificationProject/meta/al/exemplar/data/nuimages/samples/CAM_FRONT_LEFT/n013-2018-08-15-10-43-15+0800__CAM_FRONT_LEFT__1534301253754825.jpg,COPIED
/home/shoo/personal/dlDev/school/classificationProject/data/nuimages/samples/CAM_BACK_LEFT/n016-2018-09-06-11-34-28+0800__CAM_BACK_LEFT__1536205483197243.jpg,/home/shoo/personal/dlDev/school/classificationProject/meta/al/exemplar/data/nuimages/samples/CAM_BACK_LEFT/n016-2018-09-06-11-34-28+0800__CAM_BACK_LEFT__1536205483197243.jpg,COPIED
/home/shoo/personal/dlDev/school/classificationProject/data/nuimages/samples/CAM_BACK_LEFT/n003-2018-01-03-15-21-35+0800__CAM_BACK_LEFT__1514964238978318.jpg,/home/shoo/personal/dlDev/school/classificationProject/meta/al/exemplar/data/nuimages/samples/CAM_BACK_LEFT/n003-2018-01-03-15-21-35+0800__CAM_BACK_LEFT__1514964238978318.jpg,COPIED
/home/shoo/personal/dlDev/school/classificationProject/data/nuimages/samples/CAM_FRONT_LEFT/n003-2018-01-03-12-03-23+0800__CAM_FRONT_LEFT__1514952368318260.jpg,/home/shoo/personal/dlDev/school/classificationProject/meta/al/exemplar/data/nuimages/samples/CAM_FRONT_LEFT/n003-2018-01-03-12-03-23+0800__CAM_FRONT_LEFT__1514952368318260.jpg,COPIED
/home/shoo/personal/dlDev/school/classificationProject/data/nuimages/samples/CAM_FRONT_LEFT/n013-2018-08-02-15-40-20+0800__CAM_FRONT_LEFT__1533195833504825.jpg,/home/shoo/personal/dlDev/school/classificationProject/meta/al/exemplar/data/nuimages/samples/CAM_FRONT_LEFT/n013-2018-08-02-15-40-20+0800__CAM_FRONT_LEFT__1533195833504825.jpg,COPIED
/home/shoo/personal/dlDev/school/classificationProject/data/nuimages/samples/CAM_BACK/n004-2018-02-23-15-05-17+0800__CAM_BACK__1519369705052172.jpg,/home/shoo/personal/dlDev/school/classificationProject/meta/al/exemplar/data/nuimages/samples/CAM_BACK/n004-2018-02-23-15-05-17+0800__CAM_BACK__1519369705052172.jpg,COPIED
/home/shoo/personal/dlDev/school/classificationProject/data/nuimages/samples/CAM_FRONT_RIGHT/n004-2018-02-23-15-30-20+0800__CAM_FRONT_RIGHT__1519371852808580.jpg,/home/shoo/personal/dlDev/school/classificationProject/meta/al/exemplar/data/nuimages/samples/CAM_FRONT_RIGHT/n004-2018-02-23-15-30-20+0800__CAM_FRONT_RIGHT__1519371852808580.jpg,COPIED
/home/shoo/personal/dlDev/school/classificationProject/data/nuimages/samples/CAM_FRONT_LEFT/n008-2018-06-04-16-30-00-0400__CAM_FRONT_LEFT__1528144958354917.jpg,/home/shoo/personal/dlDev/school/classificationProject/meta/al/exemplar/data/nuimages/samples/CAM_FRONT_LEFT/n008-2018-06-04-16-30-00-0400__CAM_FRONT_LEFT__1528144958354917.jpg,COPIED
/home/shoo/personal/dlDev/school/classificationProject/data/nuimages/samples/CAM_BACK_LEFT/n008-2018-05-30-15-20-59-0400__CAM_BACK_LEFT__1527709441547295.jpg,/home/shoo/personal/dlDev/school/classificationProject/meta/al/exemplar/data/nuimages/samples/CAM_BACK_LEFT/n008-2018-05-30-15-20-59-0400__CAM_BACK_LEFT__1527709441547295.jpg,COPIED
/home/shoo/personal/dlDev/school/classificationProject/data/nuimages/samples/CAM_BACK_LEFT/n013-2018-08-17-14-20-33+0800__CAM_BACK_LEFT__1534487395697155.jpg,/home/shoo/personal/dlDev/school/classificationProject/meta/al/exemplar/data/nuimages/samples/CAM_BACK_LEFT/n013-2018-08-17-14-20-33+0800__CAM_BACK_LEFT__1534487395697155.jpg,COPIED
/home/shoo/personal/dlDev/school/classificationProject/data/nuimages/samples/CAM_FRONT_RIGHT/n013-2018-08-17-16-34-06+0800__CAM_FRONT_RIGHT__1534495248420176.jpg,/home/shoo/personal/dlDev/school/classificationProject/meta/al/exemplar/data/nuimages/samples/CAM_FRONT_RIGHT/n013-2018-08-17-16-34-06+0800__CAM_FRONT_RIGHT__1534495248420176.jpg,COPIED
/home/shoo/personal/dlDev/school/classificationProject/data/nuimages/samples/CAM_BACK_LEFT/n015-2018-09-03-11-30-39+0800__CAM_BACK_LEFT__1535945709797423.jpg,/home/shoo/personal/dlDev/school/classificationProject/meta/al/exemplar/data/nuimages/samples/CAM_BACK_LEFT/n015-2018-09-03-11-30-39+0800__CAM_BACK_LEFT__1535945709797423.jpg,COPIED
/home/shoo/personal/dlDev/school/classificationProject/data/nuimages/samples/CAM_BACK_LEFT/n016-2018-07-03-11-48-56+0800__CAM_BACK_LEFT__1530589852197664.jpg,/home/shoo/personal/dlDev/school/classificationProject/meta/al/exemplar/data/nuimages/samples/CAM_BACK_LEFT/n016-2018-07-03-11-48-56+0800__CAM_BACK_LEFT__1530589852197664.jpg,COPIED
/home/shoo/personal/dlDev/school/classificationProject/data/nuimages/samples/CAM_BACK_LEFT/n008-2018-05-30-15-20-59-0400__CAM_BACK_LEFT__1527709551947295.jpg,/home/shoo/personal/dlDev/school/classificationProject/meta/al/exemplar/data/nuimages/samples/CAM_BACK_LEFT/n008-2018-05-30-15-20-59-0400__CAM_BACK_LEFT__1527709551947295.jpg,COPIED
/home/shoo/personal/dlDev/school/classificationProject/data/nuimages/samples/CAM_FRONT_LEFT/n015-2018-09-11-15-08-22+0800__CAM_FRONT_LEFT__1536650246604844.jpg,/home/shoo/personal/dlDev/school/classificationProject/meta/al/exemplar/data/nuimages/samples/CAM_FRONT_LEFT/n015-2018-09-11-15-08-22+0800__CAM_FRONT_LEFT__1536650246604844.jpg,COPIED
/home/shoo/personal/dlDev/school/classificationProject/data/nuimages/samples/CAM_BACK_LEFT/n003-2018-01-08-11-30-34+0800__CAM_BACK_LEFT__1515382276201460.jpg,/home/shoo/personal/dlDev/school/classificationProject/meta/al/exemplar/data/nuimages/samples/CAM_BACK_LEFT/n003-2018-01-08-11-30-34+0800__CAM_BACK_LEFT__1515382276201460.jpg,COPIED
/home/shoo/personal/dlDev/school/classificationProject/data/nuimages/samples/CAM_BACK_LEFT/n003-2018-01-08-11-30-34+0800__CAM_BACK_LEFT__1515382286201623.jpg,/home/shoo/personal/dlDev/school/classificationProject/meta/al/exemplar/data/nuimages/samples/CAM_BACK_LEFT/n003-2018-01-08-11-30-34+0800__CAM_BACK_LEFT__1515382286201623.jpg,COPIED
/home/shoo/personal/dlDev/school/classificationProject/data/nuimages/samples/CAM_BACK_LEFT/n010-2018-07-03-15-04-38+0800__CAM_BACK_LEFT__1530601676147633.jpg,/home/shoo/personal/dlDev/school/classificationProject/meta/al/exemplar/data/nuimages/samples/CAM_BACK_LEFT/n010-2018-07-03-15-04-38+0800__CAM_BACK_LEFT__1530601676147633.jpg,COPIED
/home/shoo/personal/dlDev/school/classificationProject/data/nuimages/samples/CAM_FRONT_LEFT/n003-2018-01-04-16-25-21+0800__CAM_FRONT_LEFT__1515054565942544.jpg,/home/shoo/personal/dlDev/school/classificationProject/meta/al/exemplar/data/nuimages/samples/CAM_FRONT_LEFT/n003-2018-01-04-16-25-21+0800__CAM_FRONT_LEFT__1515054565942544.jpg,COPIED
/home/shoo/personal/dlDev/school/classificationProject/data/nuimages/samples/CAM_BACK_RIGHT/n013-2018-08-16-16-15-38+0800__CAM_BACK_RIGHT__1534407667378054.jpg,/home/shoo/personal/dlDev/school/classificationProject/meta/al/exemplar/data/nuimages/samples/CAM_BACK_RIGHT/n013-2018-08-16-16-15-38+0800__CAM_BACK_RIGHT__1534407667378054.jpg,COPIED
/home/shoo/personal/dlDev/school/classificationProject/data/nuimages/samples/CAM_FRONT/n008-2018-06-06-10-43-05-0400__CAM_FRONT__1528296891862465.jpg,/home/shoo/personal/dlDev/school/classificationProject/meta/al/exemplar/data/nuimages/samples/CAM_FRONT/n008-2018-06-06-10-43-05-0400__CAM_FRONT__1528296891862465.jpg,COPIED
/home/shoo/personal/dlDev/school/classificationProject/data/nuimages/samples/CAM_BACK/n008-2018-05-24-12-02-23-0400__CAM_BACK__1527178206437570.jpg,/home/shoo/personal/dlDev/school/classificationProject/meta/al/exemplar/data/nuimages/samples/CAM_BACK/n008-2018-05-24-12-02-23-0400__CAM_BACK__1527178206437570.jpg,COPIED
/home/shoo/personal/dlDev/school/classificationProject/data/nuimages/samples/CAM_BACK/n013-2018-08-23-10-53-46+0800__CAM_BACK__1534993638037005.jpg,/home/shoo/personal/dlDev/school/classificationProject/meta/al/exemplar/data/nuimages/samples/CAM_BACK/n013-2018-08-23-10-53-46+0800__CAM_BACK__1534993638037005.jpg,COPIED
/home/shoo/personal/dlDev/school/classificationProject/data/nuimages/samples/CAM_BACK/n008-2018-03-14-15-16-29-0400__CAM_BACK__1521055963458243.jpg,/home/shoo/personal/dlDev/school/classificationProject/meta/al/exemplar/data/nuimages/samples/CAM_BACK/n008-2018-03-14-15-16-29-0400__CAM_BACK__1521055963458243.jpg,COPIED
/home/shoo/personal/dlDev/school/classificationProject/data/nuimages/samples/CAM_BACK/n013-2018-08-02-16-24-06+0800__CAM_BACK__1533198325537005.jpg,/home/shoo/personal/dlDev/school/classificationProject/meta/al/exemplar/data/nuimages/samples/CAM_BACK/n013-2018-08-02-16-24-06+0800__CAM_BACK__1533198325537005.jpg,COPIED
/home/shoo/personal/dlDev/school/classificationProject/data/nuimages/samples/CAM_FRONT/n009-2018-07-02-14-16-43-0400__CAM_FRONT__1530555874012656.jpg,/home/shoo/personal/dlDev/school/classificationProject/meta/al/exemplar/data/nuimages/samples/CAM_FRONT/n009-2018-07-02-14-16-43-0400__CAM_FRONT__1530555874012656.jpg,COPIED
/home/shoo/personal/dlDev/school/classificationProject/data/nuimages/samples/CAM_BACK_RIGHT/n016-2018-07-05-16-35-22+0800__CAM_BACK_RIGHT__1530779884777917.jpg,/home/shoo/personal/dlDev/school/classificationProject/meta/al/exemplar/data/nuimages/samples/CAM_BACK_RIGHT/n016-2018-07-05-16-35-22+0800__CAM_BACK_RIGHT__1530779884777917.jpg,COPIED
/home/shoo/personal/dlDev/school/classificationProject/data/nuimages/samples/CAM_FRONT/n008-2018-07-31-15-02-23-0400__CAM_FRONT__1533064682412415.jpg,/home/shoo/personal/dlDev/school/classificationProject/meta/al/exemplar/data/nuimages/samples/CAM_FRONT/n008-2018-07-31-15-02-23-0400__CAM_FRONT__1533064682412415.jpg,COPIED
/home/shoo/personal/dlDev/school/classificationProject/data/nuimages/samples/CAM_FRONT/n003-2018-01-03-12-03-23+0800__CAM_FRONT__1514952316945058.jpg,/home/shoo/personal/dlDev/school/classificationProject/meta/al/exemplar/data/nuimages/samples/CAM_FRONT/n003-2018-01-03-12-03-23+0800__CAM_FRONT__1514952316945058.jpg,COPIED
/home/shoo/personal/dlDev/school/classificationProject/data/nuimages/samples/CAM_BACK_RIGHT/n008-2018-07-27-12-27-03-0400__CAM_BACK_RIGHT__1532709094178113.jpg,/home/shoo/personal/dlDev/school/classificationProject/meta/al/exemplar/data/nuimages/samples/CAM_BACK_RIGHT/n008-2018-07-27-12-27-03-0400__CAM_BACK_RIGHT__1532709094178113.jpg,COPIED
/home/shoo/personal/dlDev/school/classificationProject/data/nuimages/samples/CAM_BACK/n008-2018-06-04-16-30-00-0400__CAM_BACK__1528144854037570.jpg,/home/shoo/personal/dlDev/school/classificationProject/meta/al/exemplar/data/nuimages/samples/CAM_BACK/n008-2018-06-04-16-30-00-0400__CAM_BACK__1528144854037570.jpg,COPIED
/home/shoo/personal/dlDev/school/classificationProject/data/nuimages/samples/CAM_BACK/n013-2018-08-15-10-43-15+0800__CAM_BACK__1534301371787005.jpg,/home/shoo/personal/dlDev/school/classificationProject/meta/al/exemplar/data/nuimages/samples/CAM_BACK/n013-2018-08-15-10-43-15+0800__CAM_BACK__1534301371787005.jpg,COPIED
/home/shoo/personal/dlDev/school/classificationProject/data/nuimages/samples/CAM_BACK_RIGHT/n016-2018-07-11-16-09-47+0800__CAM_BACK_RIGHT__1531296642877917.jpg,/home/shoo/personal/dlDev/school/classificationProject/meta/al/exemplar/data/nuimages/samples/CAM_BACK_RIGHT/n016-2018-07-11-16-09-47+0800__CAM_BACK_RIGHT__1531296642877917.jpg,COPIED
/home/shoo/personal/dlDev/school/classificationProject/data/nuimages/samples/CAM_FRONT/n008-2018-06-06-10-43-05-0400__CAM_FRONT__1528296629612465.jpg,/home/shoo/personal/dlDev/school/classificationProject/meta/al/exemplar/data/nuimages/samples/CAM_FRONT/n008-2018-06-06-10-43-05-0400__CAM_FRONT__1528296629612465.jpg,COPIED
/home/shoo/personal/dlDev/school/classificationProject/data/nuimages/samples/CAM_FRONT/n008-2018-06-06-10-43-05-0400__CAM_FRONT__1528296909862465.jpg,/home/shoo/personal/dlDev/school/classificationProject/meta/al/exemplar/data/nuimages/samples/CAM_FRONT/n008-2018-06-06-10-43-05-0400__CAM_FRONT__1528296909862465.jpg,COPIED
/home/shoo/personal/dlDev/school/classificationProject/data/nuimages/samples/CAM_BACK/n003-2018-07-12-15-40-35+0800__CAM_BACK__1531384799037545.jpg,/home/shoo/personal/dlDev/school/classificationProject/meta/al/exemplar/data/nuimages/samples/CAM_BACK/n003-2018-07-12-15-40-35+0800__CAM_BACK__1531384799037545.jpg,COPIED
/home/shoo/personal/dlDev/school/classificationProject/data/nuimages/samples/CAM_FRONT/n005-2018-07-10-16-40-32+0800__CAM_FRONT__1531212527262416.jpg,/home/shoo/personal/dlDev/school/classificationProject/meta/al/exemplar/data/nuimages/samples/CAM_FRONT/n005-2018-07-10-16-40-32+0800__CAM_FRONT__1531212527262416.jpg,COPIED
/home/shoo/personal/dlDev/school/classificationProject/data/nuimages/samples/CAM_BACK/n015-2018-09-11-15-35-27+0800__CAM_BACK__1536651557137525.jpg,/home/shoo/personal/dlDev/school/classificationProject/meta/al/exemplar/data/nuimages/samples/CAM_BACK/n015-2018-09-11-15-35-27+0800__CAM_BACK__1536651557137525.jpg,COPIED
/home/shoo/personal/dlDev/school/classificationProject/data/nuimages/samples/CAM_FRONT/n008-2018-06-06-10-43-05-0400__CAM_FRONT__1528296941862465.jpg,/home/shoo/personal/dlDev/school/classificationProject/meta/al/exemplar/data/nuimages/samples/CAM_FRONT/n008-2018-06-06-10-43-05-0400__CAM_FRONT__1528296941862465.jpg,COPIED
/home/shoo/personal/dlDev/school/classificationProject/data/nuimages/samples/CAM_BACK_RIGHT/n008-2018-05-18-15-42-08-0400__CAM_BACK_RIGHT__1526672801027813.jpg,/home/shoo/personal/dlDev/school/classificationProject/meta/al/exemplar/data/nuimages/samples/CAM_BACK_RIGHT/n008-2018-05-18-15-42-08-0400__CAM_BACK_RIGHT__1526672801027813.jpg,COPIED
/home/shoo/personal/dlDev/school/classificationProject/data/nuimages/samples/CAM_FRONT/n016-2018-07-10-10-47-08+0800__CAM_FRONT__1531191171112515.jpg,/home/shoo/personal/dlDev/school/classificationProject/meta/al/exemplar/data/nuimages/samples/CAM_FRONT/n016-2018-07-10-10-47-08+0800__CAM_FRONT__1531191171112515.jpg,COPIED
/home/shoo/personal/dlDev/school/classificationProject/data/nuimages/samples/CAM_BACK/n005-2018-07-10-16-40-32+0800__CAM_BACK__1531212162137642.jpg,/home/shoo/personal/dlDev/school/classificationProject/meta/al/exemplar/data/nuimages/samples/CAM_BACK/n005-2018-07-10-16-40-32+0800__CAM_BACK__1531212162137642.jpg,COPIED
/home/shoo/personal/dlDev/school/classificationProject/data/nuimages/samples/CAM_BACK/n008-2018-06-06-10-43-05-0400__CAM_BACK__1528297060537570.jpg,/home/shoo/personal/dlDev/school/classificationProject/meta/al/exemplar/data/nuimages/samples/CAM_BACK/n008-2018-06-06-10-43-05-0400__CAM_BACK__1528297060537570.jpg,COPIED
/home/shoo/personal/dlDev/school/classificationProject/data/nuimages/samples/CAM_BACK/n010-2018-07-05-14-36-33+0800__CAM_BACK__1530772755937257.jpg,/home/shoo/personal/dlDev/school/classificationProject/meta/al/exemplar/data/nuimages/samples/CAM_BACK/n010-2018-07-05-14-36-33+0800__CAM_BACK__1530772755937257.jpg,COPIED
/home/shoo/personal/dlDev/school/classificationProject/data/nuimages/samples/CAM_BACK/n016-2018-07-03-14-18-06+0800__CAM_BACK__1530599173137551.jpg,/home/shoo/personal/dlDev/school/classificationProject/meta/al/exemplar/data/nuimages/samples/CAM_BACK/n016-2018-07-03-14-18-06+0800__CAM_BACK__1530599173137551.jpg,COPIED
/home/shoo/personal/dlDev/school/classificationProject/data/nuimages/samples/CAM_FRONT/n008-2018-05-30-15-20-59-0400__CAM_FRONT__1527709522412465.jpg,/home/shoo/personal/dlDev/school/classificationProject/meta/al/exemplar/data/nuimages/samples/CAM_FRONT/n008-2018-05-30-15-20-59-0400__CAM_FRONT__1527709522412465.jpg,COPIED
/home/shoo/personal/dlDev/school/classificationProject/data/nuimages/samples/CAM_FRONT_RIGHT/n016-2018-07-10-16-38-02+0800__CAM_FRONT_RIGHT__1531212035370471.jpg,/home/shoo/personal/dlDev/school/classificationProject/meta/al/exemplar/data/nuimages/samples/CAM_FRONT_RIGHT/n016-2018-07-10-16-38-02+0800__CAM_FRONT_RIGHT__1531212035370471.jpg,COPIED
/home/shoo/personal/dlDev/school/classificationProject/data/nuimages/samples/CAM_BACK/n004-2018-07-05-17-15-40+0800__CAM_BACK__1530783335288175.jpg,/home/shoo/personal/dlDev/school/classificationProject/meta/al/exemplar/data/nuimages/samples/CAM_BACK/n004-2018-07-05-17-15-40+0800__CAM_BACK__1530783335288175.jpg,COPIED
/home/shoo/personal/dlDev/school/classificationProject/data/nuimages/samples/CAM_FRONT/n008-2018-03-14-15-16-29-0400__CAM_FRONT__1521055867709741.jpg,/home/shoo/personal/dlDev/school/classificationProject/meta/al/exemplar/data/nuimages/samples/CAM_FRONT/n008-2018-03-14-15-16-29-0400__CAM_FRONT__1521055867709741.jpg,COPIED
/home/shoo/personal/dlDev/school/classificationProject/data/nuimages/samples/CAM_FRONT/n008-2018-06-06-10-43-05-0400__CAM_FRONT__1528296936662465.jpg,/home/shoo/personal/dlDev/school/classificationProject/meta/al/exemplar/data/nuimages/samples/CAM_FRONT/n008-2018-06-06-10-43-05-0400__CAM_FRONT__1528296936662465.jpg,COPIED
/home/shoo/personal/dlDev/school/classificationProject/data/nuimages/samples/CAM_FRONT/n015-2018-09-05-11-17-05+0800__CAM_FRONT__1536117656162460.jpg,/home/shoo/personal/dlDev/school/classificationProject/meta/al/exemplar/data/nuimages/samples/CAM_FRONT/n015-2018-09-05-11-17-05+0800__CAM_FRONT__1536117656162460.jpg,COPIED
/home/shoo/personal/dlDev/school/classificationProject/data/nuimages/samples/CAM_FRONT/n005-2018-07-10-16-40-32+0800__CAM_FRONT__1531212123912416.jpg,/home/shoo/personal/dlDev/school/classificationProject/meta/al/exemplar/data/nuimages/samples/CAM_FRONT/n005-2018-07-10-16-40-32+0800__CAM_FRONT__1531212123912416.jpg,COPIED
/home/shoo/personal/dlDev/school/classificationProject/data/nuimages/samples/CAM_BACK_LEFT/n013-2018-08-17-14-48-35+0800__CAM_BACK_LEFT__1534488675047179.jpg,/home/shoo/personal/dlDev/school/classificationProject/meta/al/exemplar/data/nuimages/samples/CAM_BACK_LEFT/n013-2018-08-17-14-48-35+0800__CAM_BACK_LEFT__1534488675047179.jpg,COPIED
/home/shoo/personal/dlDev/school/classificationProject/data/nuimages/samples/CAM_FRONT/n013-2018-08-16-16-15-38+0800__CAM_FRONT__1534407616762407.jpg,/home/shoo/personal/dlDev/school/classificationProject/meta/al/exemplar/data/nuimages/samples/CAM_FRONT/n013-2018-08-16-16-15-38+0800__CAM_FRONT__1534407616762407.jpg,COPIED
/home/shoo/personal/dlDev/school/classificationProject/data/nuimages/samples/CAM_BACK_RIGHT/n008-2018-09-10-17-01-47-0400__CAM_BACK_RIGHT__1536614206128113.jpg,/home/shoo/personal/dlDev/school/classificationProject/meta/al/exemplar/data/nuimages/samples/CAM_BACK_RIGHT/n008-2018-09-10-17-01-47-0400__CAM_BACK_RIGHT__1536614206128113.jpg,COPIED
/home/shoo/personal/dlDev/school/classificationProject/data/nuimages/samples/CAM_BACK/n008-2018-03-02-10-34-21-0500__CAM_BACK__1520005792966666.jpg,/home/shoo/personal/dlDev/school/classificationProject/meta/al/exemplar/data/nuimages/samples/CAM_BACK/n008-2018-03-02-10-34-21-0500__CAM_BACK__1520005792966666.jpg,COPIED
/home/shoo/personal/dlDev/school/classificationProject/data/nuimages/samples/CAM_FRONT/n008-2018-07-27-12-27-03-0400__CAM_FRONT__1532709433512404.jpg,/home/shoo/personal/dlDev/school/classificationProject/meta/al/exemplar/data/nuimages/samples/CAM_FRONT/n008-2018-07-27-12-27-03-0400__CAM_FRONT__1532709433512404.jpg,COPIED
/home/shoo/personal/dlDev/school/classificationProject/data/nuimages/samples/CAM_FRONT_RIGHT/n010-2018-07-05-14-21-00+0800__CAM_FRONT_RIGHT__1530772360370905.jpg,/home/shoo/personal/dlDev/school/classificationProject/meta/al/exemplar/data/nuimages/samples/CAM_FRONT_RIGHT/n010-2018-07-05-14-21-00+0800__CAM_FRONT_RIGHT__1530772360370905.jpg,COPIED
/home/shoo/personal/dlDev/school/classificationProject/data/nuimages/samples/CAM_BACK_RIGHT/n008-2018-09-10-17-01-47-0400__CAM_BACK_RIGHT__1536614189528113.jpg,/home/shoo/personal/dlDev/school/classificationProject/meta/al/exemplar/data/nuimages/samples/CAM_BACK_RIGHT/n008-2018-09-10-17-01-47-0400__CAM_BACK_RIGHT__1536614189528113.jpg,COPIED
/home/shoo/personal/dlDev/school/classificationProject/data/nuimages/samples/CAM_BACK_RIGHT/n013-2018-08-17-15-58-31+0800__CAM_BACK_RIGHT__1534492768028054.jpg,/home/shoo/personal/dlDev/school/classificationProject/meta/al/exemplar/data/nuimages/samples/CAM_BACK_RIGHT/n013-2018-08-17-15-58-31+0800__CAM_BACK_RIGHT__1534492768028054.jpg,COPIED
/home/shoo/personal/dlDev/school/classificationProject/data/nuimages/samples/CAM_FRONT/n008-2018-06-04-16-30-00-0400__CAM_FRONT__1528145137162465.jpg,/home/shoo/personal/dlDev/school/classificationProject/meta/al/exemplar/data/nuimages/samples/CAM_FRONT/n008-2018-06-04-16-30-00-0400__CAM_FRONT__1528145137162465.jpg,COPIED
/home/shoo/personal/dlDev/school/classificationProject/data/nuimages/samples/CAM_FRONT/n008-2018-06-06-10-43-05-0400__CAM_FRONT__1528296944612465.jpg,/home/shoo/personal/dlDev/school/classificationProject/meta/al/exemplar/data/nuimages/samples/CAM_FRONT/n008-2018-06-06-10-43-05-0400__CAM_FRONT__1528296944612465.jpg,COPIED
/home/shoo/personal/dlDev/school/classificationProject/data/nuimages/samples/CAM_FRONT/n003-2018-07-12-15-40-35+0800__CAM_FRONT__1531383107912871.jpg,/home/shoo/personal/dlDev/school/classificationProject/meta/al/exemplar/data/nuimages/samples/CAM_FRONT/n003-2018-07-12-15-40-35+0800__CAM_FRONT__1531383107912871.jpg,COPIED
/home/shoo/personal/dlDev/school/classificationProject/data/nuimages/samples/CAM_FRONT_RIGHT/n003-2018-07-12-15-40-35+0800__CAM_FRONT_RIGHT__1531384784170363.jpg,/home/shoo/personal/dlDev/school/classificationProject/meta/al/exemplar/data/nuimages/samples/CAM_FRONT_RIGHT/n003-2018-07-12-15-40-35+0800__CAM_FRONT_RIGHT__1531384784170363.jpg,COPIED
/home/shoo/personal/dlDev/school/classificationProject/data/nuimages/samples/CAM_FRONT/n008-2018-07-27-12-27-03-0400__CAM_FRONT__1532709426662404.jpg,/home/shoo/personal/dlDev/school/classificationProject/meta/al/exemplar/data/nuimages/samples/CAM_FRONT/n008-2018-07-27-12-27-03-0400__CAM_FRONT__1532709426662404.jpg,COPIED
/home/shoo/personal/dlDev/school/classificationProject/data/nuimages/samples/CAM_FRONT/n008-2018-06-05-11-43-04-0400__CAM_FRONT__1528213821612465.jpg,/home/shoo/personal/dlDev/school/classificationProject/meta/al/exemplar/data/nuimages/samples/CAM_FRONT/n008-2018-06-05-11-43-04-0400__CAM_FRONT__1528213821612465.jpg,COPIED
/home/shoo/personal/dlDev/school/classificationProject/data/nuimages/samples/CAM_FRONT/n009-2018-07-03-14-33-42-0400__CAM_FRONT__1530643494912656.jpg,/home/shoo/personal/dlDev/school/classificationProject/meta/al/exemplar/data/nuimages/samples/CAM_FRONT/n009-2018-07-03-14-33-42-0400__CAM_FRONT__1530643494912656.jpg,COPIED
/home/shoo/personal/dlDev/school/classificationProject/data/nuimages/samples/CAM_BACK/n009-2018-08-22-15-43-30-0400__CAM_BACK__1534967223887579.jpg,/home/shoo/personal/dlDev/school/classificationProject/meta/al/exemplar/data/nuimages/samples/CAM_BACK/n009-2018-08-22-15-43-30-0400__CAM_BACK__1534967223887579.jpg,COPIED
/home/shoo/personal/dlDev/school/classificationProject/data/nuimages/samples/CAM_FRONT/n008-2018-09-18-12-53-31-0400__CAM_FRONT__1537290304412404.jpg,/home/shoo/personal/dlDev/school/classificationProject/meta/al/exemplar/data/nuimages/samples/CAM_FRONT/n008-2018-09-18-12-53-31-0400__CAM_FRONT__1537290304412404.jpg,COPIED
